,name,id
1822,City Productions,26033
1823,First Foot Films,22110
1824,Sunflower Productions,22253
1825,Sarah Green Film,22254
1826,The Virginia Company LLC,22255
1827,No Prisoners Productions,24039
1828,Origin Systems Inc.,24041
1829,American Entertainment Investors,80469
1830,Wing Commander Productions,89308
1831,Digital Anvil,89309
1832,Star Overseas,3477
1833,World Film Magic,81135
1834,2929 Productions,846
1835,Blue Productions,57347
1836,C.R.G. International,8291
1837,Trademark Films,22153
1838,Micro Fusion 2003-2,67252
1839,HW Two,7582
1840,Persistent Entertainment,810
1841,Unfinished Films,20377
1842,Infinity Features Entertainment,212
1843,The Movie Network,808
1844,British Columbia Film,10316
1845,Movie Central,11575
1846,Poo Poo Pictures,23116
1847,Parnassus Productions,55990
1848,U.K. Tax Credit,55991
1849,Stone Village Pictures,7420
1850,Freddie Fields Productions,27349
1851,Movision,1727
1852,Metropolitan Films,16419
1853,TNVO,21327
1854,Tag Entertainment,2636
1855,Mindfire Entertainment,8068
1856,Team Ninja,12317
1857,Tecmo,37134
1858,Alberta Film Entertainment,3997
1859,Jesse Films Inc.,11252
1860,Variance Films,15071
1861,Fidélité Productions,147
1862,SCOPE Invest,2250
1863,Région Wallone,11920
1864,Mandarin Films,12096
1865,IMAV Editions,23303
1866,Sierra / Affinity,24049
1867,SJ Heat Productions,45980
1868,Silver State Production Services,49969
1869,Cinema Seven Productions,59488
1870,SJ Pictures,59490
1871,Mpower Pictures,5294
1872,GG Filmz,11957
1873,ITS Capital,11958
1874,Merlina Entertainment,11959
1875,MGP Productions,11960
1876,Safady Entertainment,11961
1877,Ambient Entertainment GmbH,8104
1878,Film Afrika,773
1879,Thelma Films,6844
1880,Leuviah Films,53392
1881,Lucky Red,779
1882,Umedia,19037
1883,Od Shots,35404
1884,YRF Entertainment,51938
1885,Stone Angels,51940
1886,Mr. Mudd Production,2130
1887,Baby Films,93156
1888,Brownstone Productions,12365
1889,Catfish Productions,86
1890,Triple Threat Talent,53666
1891,VIP 2 Medienfonds,3801
1892,Warner Independent Pictures (WIP),11509
1893,Broken Chair Flickz,63924
1894,Crucial Films,63925
1895,AZL Productions KG,902
1896,MFP Munich Film Partners,904
1897,Phase 1 Productions,905
1898,Qwerty Films,892
1899,Internationale Filmproduktion Stella-del-Süd,3075
1900,WideAwake,28787
1901,Stuber/Parent,67334
1902,New Amsterdam Entertainment,572
1903,Dee Gee Entertainment,869
1904,Prufrock Pictures,34207
1905,IMF Internationale Medien und Film GmbH & Co. Produktions KG,65403
1906,Toei Animation Company,3116
1907,Gidden Media,34886
1908,Simon Fields Productions,21518
1909,Renaissance Pictures,467
1910,JVC Entertainment Networks,4248
1911,Red Hour Productions,2932
1912,Tenth Planet Productions,2933
1913,VH1 Television,10692
1914,Temple Hill Productions,722
1915,Storefront Pictures,7747
1916,Neo Art & Logic,2811
1917,Wes Craven Films,65507
1918,"Jim Henson Company, The",6254
1919,Shaw Brothers,5798
1920,Talisman Productions,8989
1921,3DTK,22947
1922,Feelgood Entertainment,22948
1923,Paradise/MGN,22949
1924,Pandora Filmproduktion,254
1925,Procirep,311
1926,Galatée Films,793
1927,Eurimages,850
1928,Westdeutscher Rundfunk (WDR),7025
1929,Télévision Suisse-Romande (TSR),8453
1930,Wanda Visión S.A.,10046
1931,Conseil Régional de Franche-Comté,11402
1932,Eyescreen S.r.l.,12012
1933,Les Productions de la Guéville,17873
1934,Spy Next Door,46062
1935,The Bubble Factory,27128
1936,Storm King Productions,23895
1937,Animationwerks,51312
1938,Handsomecharlie Films,8873
1939,Darko Entertainment,12622
1940,Panorama Media,13395
1941,QC Entertainment,72725
1942,Intandem Films,2731
1943,Aramid Entertainment Fund,3272
1944,Lipsync Productions,9987
1945,Number 9 Films,11752
1946,Estudios Picasso,2029
1947,NBC Universal Global Networks,2975
1948,D8,32999
1949,Curmudgeon Films,12029
1950,EMI Films Ltd.,538
1951,Thorn EMI Screen Entertainment,6179
1952,Home Box Office,6752
1953,Level 1 Entertainment,10040
1954,All Girl Productions,10535
1955,Gaylord Productions,11617
1956,O.N.C. Entertainment,3396
1957,Farrell Paura Productions,78958
1958,Gospel Truth Pictures,78959
1959,Rocking Chair Productions,67109
1960,FilmEngine,816
1961,The Complex Studio,21962
1962,Producers Sales Organization,1256
1963,Dieter Geissler Filmproduktion,1766
1964,Bavaria Studios,33772
1965,BIM Distribuzione,225
1966,Magnolia Mae Films,18188
1967,Silver Screen Partners II,10531
1968,Oz Productions Ltd.,15395
1969,Detour Filmproduction,11510
1970,Case 39 Productions,11582
1971,Allegiance Theater,54454
1972,Film Council,246
1973,The Film Consortium,1218
1974,Momentum Films,1269
1975,National Lottery,1270
1976,Fifty First Films,52619
1977,Avenue Pictures Productions,251
1978,Mindhunters (UK) Limited,19508
1979,Mindhunters Productie BV,19509
1980,Tonna Oy,19510
1981,Outlaw Victoria Productions Inc.,19511
1982,Sony Pictures Classics,58
1983,Odessa Films,1712
1984,Company Pictures,11842
1985,Walt deFaria,5646
1986,Casual Friday Productions,93528
1987,Traveling Picture Show Company (TPSC),39043
1988,Da Vinci Media Ventures,40107
1989,Joseph E. Levine Productions,11503
1990,Bold Films,2266
1991,Dylan Sellers Productions,8807
1992,Madacy Entertainment,12027
1993,Mooseport Productions,89720
1994,Trans-Film,2662
1995,Initial Groupe,22240
1996,Lumière Pictures,25129
1997,Fallingcloud,30655
1998,Marmont Productions,20926
1999,Blood & Wine Productions,20927
2000,Majestic Films International,20928
2001,American Films,38181
2002,Blue Sky Films,33680
2003,Potboiler Productions,36615
2004,Star Partners II Ltd.,206
2005,Double Nickel Entertainment,10138
2006,Matten Productions,27351
2007,Emperor Motion Pictures,2726
2008,Global Entertainment Group,2727
2009,All Pictures Media,23614
2010,Ankor-Film,21450
2011,Cecchi Gori Group Tiger Cinematografica,371
2012,Sean S. Cunningham Films,17611
2013,Crystal Lake Entertainment,21783
2014,WTC Productions,50102
2015,Yannix Technology Corporation,53063
2016,Vedette Finance,34381
2017,Multitrade,48197
2018,Ypsilon Films,53326
2019,Universal Cartoon Studios,4285
2020,Golden Harvest Company,2521
2021,Fat Free,65781
2022,Matinee Pictures,48785
2023,Hal Lieberman Company,23890
2024,Lauren Levine Productions Inc.,60611
2025,Film Colony,560
2026,Lions Gate,6644
2027,LD Entertainment,10285
2028,Inferno Distribution,11278
2029,Chambara Pictures,12234
2030,MBC Beteiligungs Filmproduktion,73955
2031,Nanny McPhee Productions,76721
2032,Hemdale Film Corporation,469
2033,Recorded Pictures Company,470
2034,Soprofilms,472
2035,TAO Film,473
2036,Yanco,474
2037,Farraday Films,8538
2038,Leverage Entertainment,8539
2039,Blueeyes Productions,10970
2040,Alloy Entertainment,10067
2041,Immortal Entertainment,973
2042,Quality Growth International Ltd.,73954
2043,Alta Loma Entertainment,15636
2044,Tonik Productions,17145
2045,Asis Productions,53464
2046,Gaylord Films,5367
2047,Sloane Square Films,67990
2048,HSI Tomorrow Film,67991
2049,Myriad Pictures,738
2050,Jeepers Creepers II,53348
2051,Tiger Aspect Productions,686
2052,LGM Productions,2490
2053,Les Productions du Trésor,2612
2054,Mars Distribution,2908
2055,Caneo Films,19690
2056,Grisbi Productions,32242
2057,France 4,33928
2058,Chi-Fou-Mi Productions,34780
2059,Treasure Company,34782
2060,Southpaw Entertainment,30131
2061,Channel Four Films,181
2062,Midwinter Productions Inc.,5550
2063,Rough House Pictures,20848
2064,Bungalow Productions,11600
2065,Silver Lion Films,11601
2066,Vision View Entertainment,11602
2067,Motion Picture Corporation of America,2090
2068,Bridget Johnson Films,19925
2069,Skate Away Productions,19926
2070,Mile High Productions,2976
2071,Kevin Messick Productions,2977
2072,Saville Productions,73620
2073,Necropia,11627
2074,Tequila Gang,11628
2075,Fierce Entertainment,12138
2076,Rogue Films,23956
2077,Blue Sea Productions,53012
2078,CST Telecommunications,32793
2079,Star Partners,67823
2080,The Kushner-Locke Company,2499
2081,Savoy Pictures,11308
2082,Pacific Film and Television Commission,4024
2083,Internationale Filmproduktion Prometheus,23003
2084,Rogue,8853
2085,Daybreak,49241
2086,Incentive Filmed Entertainment,7215
2087,Golan-Globus,1445
2088,Easedram,21896
2089,American Film Company,7486
2090,Fabula,24459
2091,Half Circle,60255
2092,Quad Productions,7038
2093,Mimran Schur Pictures,6573
2094,Filmtribe,12425
2095,TriStar Television,8609
2096,Esparza / Katz Productions,26560
2097,Peirce Pictures,2546
2098,Adam Fields Productions,3334
2099,Two Girls Productions,81140
2100,North Box Productions,22637
2101,Battleplan Productions,2108
2102,Bob Yari Productions,12260
2103,Stone Group Pictures,3470
2104,Vision International,3603
2105,Delphi II Productions,7585
2106,Colgems Productions Ltd.,35061
2107,Say It Isn't So Productions,89629
2108,New Zealand Film Commission,294
2109,OLC / Rights Entertainment,12325
2110,Tanlay,12326
2111,New Zealand Film Production Fund,12327
2112,3 Dogs and a Pony,12328
2113,Park Road Post,12329
2114,WFI Productions Ltd.,12330
2115,Trilogy Entertainment Group,2231
2116,Rhombus Media,164
2117,O2 Filmes,345
2118,Bee Vine Pictures,2439
2119,Alliance Films,2514
2120,Asmik Ace Entertainment,3033
2121,GAGA,3656
2122,Fox Filmes do Brasil,4887
2123,Ancine,11547
2124,BNDES,11548
2125,Cinema Investment,11549
2126,Movie Central Network,11551
2127,Boll KG,15127
2128,Zanagar Films,2066
2129,SBS Productions,8997
2130,Polski Instytut Sztuki Filmowej,11240
2131,France Télévisions,11795
2132,France 2 Cinéma,45970
2133,SPI Film Studio,52574
2134,Freestyle Releasing,4616
2135,CinemaNX,5705
2136,Paco Cinematografica,3110
2137,Regione Lazio,20416
2138,Business Location Sudtirol Alto Adige,20644
2139,Friuli Venezia Giulia Film Commission,38591
2140,UniCredit Group,38592
2141,Polsky Films,10478
2142,Osiris Productions,11265
2143,Lieutenant Productions,11266
2144,Motion Investment Group,1991
2145,Herold and Family,7801
2146,CN Film,3145
2147,Translux,14384
2148,Premiere Picture,3870
2149,Mythic International Entertainment,5706
2150,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),7416
2151,Perpetual Media Capital,13792
2152,Molinare Investment,19579
2153,ContentFilm International,25487
2154,Heart & Soul Production,45424
2155,Beijing Silver Moon Productions,45425
2156,MVP Films,37580
2157,Invest Capital Film Group,37831
2158,Live Screen Pictures,37832
2159,Lorimar Film Entertainment,1176
2160,VideoFilmes,346
2161,SPAD Films,8372
2162,MK2 Productions,9209
2163,Nomadic Pictures,12467
2164,Jerry Leider Company,79077
2165,Rogue Marble,696
2166,Maven Entertainment,1601
2167,Unanimous Pictures,13242
2168,1821 Pictures,14358
2169,Scott Pictures,14359
2170,Rational Packaging Company,53013
2171,Lansdown Films,53014
2172,IndieProd Company Productions,959
2173,Summer Knowledge LLC,1464
2174,JLT Productions,65402
2175,Blue Askew,2599
2176,Gramercy Pictures,37
2177,Intermedia,8856
2178,Smoke House,1782
2179,Motown Productions,2730
2180,Chako Film Company,7332
2181,Intellectual Properties Worldwide,18524
2182,Aja / Levasseur Productions,22596
2183,Richard Williams Productions,6045
2184,State Street Pictures,3356
2185,Buena Vista Home Entertainment,11200
2186,d-rights,12518
2187,Tohokushinsha Film Corporation,74952
2188,Crystal City Entertainment,9018
2189,Matador Pictures,707
2190,Arcadia Motion Pictures,7543
2191,"Afrodita Audiovisual, A.I.E.",10069
2192,Telefónica Producciones,16742
2193,Entertainment Motion Pictures,20386
2194,Cinema One,49252
2195,Nix Films,53195
2196,International Pictures Two,66897
2197,Cronos Entertainment AIE,66899
2198,Irish Film Board,5267
2199,Krisjair,22058
2200,Laredo,22059
2201,Blackfriars Bridge Films,2087
2202,NALA Films,2088
2203,Samuels Media,2089
2204,Haut et Court,726
2205,Ciné@,2564
2206,Soficapital,11247
2207,Cofinova 5,12053
2208,Films Distribution,20881
2209,Banque Populaire Images 9,30301
2210,Minds Eye Entertainment,8583
2211,Panacea Entertainment,13680
2212,Moving Pictures Media,21012
2213,Bill Kenwright Films,7058
2214,National Lottery through UK Film Council,20456
2215,Cine Productions,30298
2216,MMC Studios,30299
2217,Tiggy Films,30300
2218,Cheri Productions,30302
2219,Erste MMC-Production,30303
2220,China Film Group Corporation,2270
2221,Brooksfilms Ltd.,617
2222,Fear of God Films,40309
2223,98 MPH Productions,2939
2224,Monkey Dance Productions,80510
2225,Goldcrest Films International,500
2226,Indo-British,501
2227,International Film Investors,502
2228,National Film Development Corporation of India,503
2229,Carolina Bank,504
2230,DreamWorks Studios,31893
2231,Hearst Entertainment Productions,7483
2232,Laurinfilm,7733
2233,Subterranean Productions LLC,7734
2234,Subterranean Productions UK Ltd.,7735
2235,Underworld Produktions GmbH,7736
2236,Patalex V Productions Limited,23635
2237,Groundswell Productions,4205
2238,Jaffe / Braunstein Enterprise,6822
2239,Shadowlands Productions,5553
2240,The Ink Factory,28275
2241,Riverdale Productions,24851
2242,Kanzeon,23488
2243,Huckabee's,23489
2244,Infinity Omnimedia,5044
2245,TBN Films,5045
2246,Geoffrey Productions,15152
2247,First Choice Films,2267
2248,CoBo Fund,234
2249,Motel Films,865
2250,Egoli Tossell Film AG,2254
2251,Nederlands Fonds voor de Film,4508
2252,Fu Works,12046
2253,Hector BV,16618
2254,Media Programme of the European Community,21972
2255,Euroimages Fund of the Council of Europe,23192
2256,Clockwork Pictures,25488
2257,Media Pro Pictures,3244
2258,Nord-Ouest Productions,4176
2259,The Bureau,10441
2260,Artémis Productions,11773
2261,Primate Pictures,10424
2262,Kim and Jim Productions,10425
2263,Panay Films,10426
2264,verture Films,52046
2265,Film i Väst,17513
2266,Filmgate Films,18230
2267,Clarius Entertainment,36991
2268,Film Properties International N.V.,10956
2269,Stone Productions,6572
2270,Arlington Road Productions Corporation,22512
2271,Gorai / Samuelson Productions,22513
2272,100 Bares,5517
2273,Ministerio de Cultura,11408
2274,Instituto de Crédito Oficial (ICO),11427
2275,Televisión Federal (Telefe),21915
2276,369 Productions,22128
2277,Catmandu Branded Entertainment,22130
2278,JEMPSA,22133
2279,Plural - Jempsa,22134
2280,Medusa Film,6246
2281,Perdido Productions,12966
2282,Comedy Central,1538
2283,Comedy Central Films,7480
2284,Comedy Partners,45852
2285,Parabolic Pictures,1012
2286,Stable Way Entertainment,1013
2287,Target Media Entertainment,1014
2288,VIP 1 Medienfonds,10760
2289,Golden Harvest Pictures,969
2290,Clearwater Holdings Limited,53677
2291,GHS Productions KG,3858
2292,Munich Film Partners & Company (MFP) GHS Productions,3859
2293,Nides/McCormick Productions,3860
2294,Baumgarten Management and Productions (BMP),23423
2295,Red Bank Films,2229
2296,Big Beach Films,12808
2297,Reveal Entertainment,41251
2298,Gran Via,41252
2299,Kinowelt Filmproduktion,2051
2300,Karla Films,23697
2301,Absolute Entertainment (II),67883
2302,Cockamamie,67884
2303,Heckerling-Caplan,67885
2304,RKO,5902
2305,The Harold Greenberg Fund,807
2306,Union Générale Cinématographique,809
2307,Canadian Television Fund,20170
2308,Hughes Entertainment,477
2309,EMI Films,8263
2310,Julia Phillips and Michael Phillips Productions,11458
2311,Strong Heart/Demme Production,55072
2312,NEW Century,8647
2313,Sor Productions,88628
2314,Gone North Productions,67253
2315,Ad Hominem Enterprises,2361
2316,The Tyler Perry Company,6567
2317,"Tyler Perry Company, The",3096
2318,D'Antoni Productions,646
2319,Schine-Moore Productions,73950
2320,STX Entertainment,47729
2321,Huayi Brothers Pictures,78996
2322,BillBlock Media,90185
2323,Walt Disney Television Animation,3475
2324,Walt Disney Animation Australia,3476
2325,DisneyToon Studios,5391
2326,Walt Disney Animation Canada,12402
2327,Celador Films,3573
2328,Cloud Eight Films,6708
2329,Senator International,830
2330,Pacific Renaissance Pictures Ltd.,7893
2331,Studio Babelsberg StudioBabelsberg Motion Pictures,4252
2332,Paul Schiff Productions,23596
2333,Rocklin / Faust,42421
2334,First Look Media,75807
2335,Nelson Entertainment,365
2336,Twins Financing,20899
2337,Greenlit Rights,72503
2338,Q Productions,4729
2339,Esparza / Katz Productions,9313
2340,Central Films,11258
2341,Goodspeed Productions,3534
2342,Alan Jay Lerner Productions,12049
2343,Affirm Films,10156
2344,Patrick Aiello Productions,59827
2345,Ghost Ship Films Pty. Ltd.,53238
2346,Pioneer Pictures,9217
2347,Kadokawa Pictures,2073
2348,Equity Pictures Medienfonds GmbH & Co. KG IV,20363
2349,Skyline (Baker St),37774
2350,Oops Doughnuts Productions,5698
2351,Frontier Pictures,11837
2352,Furst Films,3135
2353,Australian Film Finance Corporation (AFFC),8724
2354,Mosaic,54634
2355,Blossom Films,32537
2356,Crest Animation Productions,21234
2357,"Screen Gems, Inc.",127
2358,Kaltenbach Pictures,62367
2359,The Rank Organisation,364
2360,Keep Your Head,79963
2361,Axon Films,21106
2362,Film Office,23893
2363,Spooky Tooth Productions,23894
2364,Shamley Productions,10717
2365,New Wave Entertainment,2953
2366,Terra Firma Films,7948
2367,Superfinger Entertainment,12020
2368,Fake Empire,13204
2369,Sunlight Productions,3800
2370,Into the Wild,41051
2371,Konami Corporation Ltd.,343
2372,Los Hooligans Productions,11705
2373,Egg Pictures,802
2374,Wonderland Films,2299
2375,Ebeling Group,11392
2376,Beijing Happy Pictures Cultural Communications Co.,11553
2377,Kite Runner Holdings,29031
2378,Y Productions,10887
2379,Mediana Productions Filmgesellschaft,10888
2380,George Stevens Productions,13579
2381,Route One Entertainment,80834
2382,Union Investment Partners,88607
2383,SITE Productions,88608
2384,Willie's Movies,88609
2385,3 in the Box,19248
2386,Farah Films & Management,11249
2387,Taurus Films,897
2388,Polar Productions,3415
2389,Nu Image / Millennium Films,25473
2390,Gener8Xion Entertainment,3957
2391,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,11930
2392,Fox Atomic,2890
2393,20th Century Fox Home Entertainment,3635
2394,Hammer Film Productions,1314
2395,EFTI,3576
2396,Overture Films,12807
2397,Sheen Productions,27085
2398,Ben-Ami/Leeds Productions,37015
2399,Partizan,1784
2400,Anonymous Content,30420
2401,MadRiver Pictures,73493
2402,Sierra Pictures,78595
2403,Surefire Capital,78596
2404,Fine Line Features,8
2405,PeaPie Films,32243
2406,Brass Hat Films,13817
2407,Triumph Films,23098
2408,IAC Films,93105
2409,Overnight Films,10808
2410,Quick Draw Productions,25608
2411,Pelican Productions LLC,3251
2412,Goldwyn Films,720
2413,The Greenlight Fund,821
2414,Thin Man Films,10100
2415,Metanoia Films,7075
2416,Santa Fé Films,90508
2417,Millbrook Pictures,2728
2418,Prospero Pictures,2844
2419,Lago Film,19245
2420,Dangerous Method Film AG,78702
2421,Thousand Words,380
2422,Infogrames Entertainment,2998
2423,Goldsmith-Thomas Productions,2454
2424,Lou Yi Inc.,839
2425,Academy Films,54030
2426,March Entertainment,54031
2427,FilmNation Entertainment,7493
2428,Before the Door Pictures,14861
2429,Washington Square Films,14862
2430,A24,41077
2431,Old Bull Pictures,53656
2432,Damberger Film & Cattle Co,16193
2433,Whizbang Films,17457
2434,Bell Broadcast and New Media Fund,22481
2435,Intermittent Productions,8849
2436,Killer Films,1422
2437,Dreamachine,2506
2438,Grey Water Park Productions,14737
2439,John Goldwyn Productions,17594
2440,Wells Productions,72153
2441,Galavis Film,8084
2442,Picture Machine,8085
2443,"Fria Luz Del Dia, A.I.E.",23625
2444,Nibariki,12516
2445,Nippon Television Network (NTV),20192
2446,Autonomous,2326
2447,Surefire Film Productions,3205
2448,Film Consortium,20455
2449,Anthem Productions,50496
2450,Australian Film Finance Corporation,1380
2451,Zero Fiction Film,9206
2452,Ming Productions,74695
2453,Bluewater Pictures,78322
2454,Cheerland Entertainment Organization,86061
2455,Pellikola,73249
2456,Bandai Visual Company,528
2457,Sunrise,3153
2458,Studio 4°C,11671
2459,Independent Film Channel,4059
2460,Peter Newman/Interal,23359
2461,Majestic Films International,2630
2462,Newcomm,38178
2463,RCS,60546
2464,Columbia Pictures Film Production Asia,2798
2465,platinum studios,7218
2466,Long Distance Films,7219
2467,First Generation Films,4908
2468,Telefónica Studios,29564
2469,Visualizer Film Productions,2921
2470,Taewon Entertainment,3965
2471,Butterfly Productions,11568
2472,Chum Television,11569
2473,Industrial Development Corporation of South Africa,564
2474,120dB Films,5113
2475,Cinema Management Group,25032
2476,The National Film and Video Foundation of SA,25033
2477,Wonderful Works,25034
2478,Triggerfish Animation,33805
2479,Camphor Cinema,82667
2480,La Piedra Films,52064
2481,Fuego Films,52065
2482,Epicentral Studios,52066
2483,Survivor Productions,54409
2484,Grindstone Entertainment Group,3604
2485,Cheetah Vision,5830
2486,K5 International,6715
2487,Paradox Entertainment,6819
2488,Picture Perfect Corporation,27993
2489,Court Five,30023
2490,Valentina Films,31833
2491,Emotion Pictures,741
2492,Class 5 Films,2297
2493,Warner China Film HG Corporation,7999
2494,WIP,12259
2495,The Colleton Company,12261
2496,Dragon Studios,12262
2497,Degeto Film,986
2498,Norddeutscher Rundfunk (NDR),7201
2499,Bayerischer Rundfunk (BR),7333
2500,G.T. Film Production,73872
2501,Universal Pictures Corporation,42
2502,Clifford Werber Productions,46051
2503,Woods Entertainment,979
2504,13 Ghosts Productions Canada Inc.,23503
2505,Hawk Films,88
2506,Peregrine,11272
2507,Cinestyle Media Group,74413
2508,Echo Films,7382
2509,Corrino Media Corporation,7178
2510,Staccato Films,7300
2511,Destination Films,769
2512,Britt Allcroft Productions,37618
2513,Penn Station Entertainment,4916
2514,Sil-Metropole Organisation,5686
2515,Edko Films,10284
2516,"Summit Entertainment, LLC",3250
2517,Octagon Films,1266
2518,Samuel Bronston Productions,10253
2519,Lemodeln Model & Talent Agency,59391
2520,CiBy 2000,7832
2521,Sandcastle 5 Productions,37163
2522,Magnet Productions,23227
2523,Romero-Grunwald Productions,55518
2524,Exception Wild Bunch,55519
2525,Sun Entertainment Culture,20542
2526,Universe Entertainment,20543
2527,Rhino Films,1591
2528,Fear and Loathing LLC,53460
2529,Shark Productions,53461
2530,American Entertainment Partners II L.P.,21451
2531,Four By Two Productions,20567
2532,Stoney Lake Entertainment,16558
2533,Triptych Pictures,14722
2534,Dimension Films (US version),71989
2535,Amercent Films,5263
2536,American Entertainment Partners L.P.,5264
2537,Broadway Video,1756
2538,M.G. Films,89094
2539,Blue Gardenia Productions,3983
2540,Tatiale Films,12207
2541,NuAmerica Entertainment,41963
2542,AVCO Embassy Pictures,494
2543,EDI,495
2544,Debra Hill Productions,498
2545,Brookwell-McNamara Entertainment,3235
2546,Filmways Productions,73862
2547,De Laurentiis Entertainment Group,499
2548,Camp / Thompson Pictures,4404
2549,Traveling Film Productions,11953
2550,Everest Entertainment,10892
2551,HandMade Films,20076
2552,Nimbus Film Productions,11672
2553,Splendid Productions,23790
2554,Bece Canada Productions,11755
2555,Merlin Films,3201
2556,Cinema 77,1819
2557,Bomar OOD,28176
2558,thefyzz,36109
2559,Dunulf Productions,68548
2560,Emmitt Productions Limited,68549
2561,ADF Acquisitions,68550
2562,Canal+ Droits Audiovisuels,53473
2563,ASIG Productions,32245
2564,Weintraub Entertainment Group,6313
2565,Producers Sales Organization (PSO),11670
2566,Jonesfilm,22297
2567,Galactic Films,22298
2568,Triple Ajaxxx,22299
2569,Egoli Tossell Film,44224
2570,Kinokompaniya CTB,886
2571,Andreevsky Flag Film Company,11996
2572,Kinofabrika,16522
2573,Eurasia Film Production,16524
2574,Toff Guy Films,2900
2575,Northshore Investments Ltd.,16379
2576,Turner Pictures (I),6189
2577,Great Scott Productions Pty. Ltd.,2814
2578,Faliro House Productions,19246
2579,Tri-State Pictures,50914
2580,Granada Film Productions,247
2581,Perdido Prod.,291
2582,Archer Street Productions,1471
2583,Latitude Media,15577
2584,Thai Occidental Productions,15578
2585,Les Films du Losange,223
2586,Wega Film,224
2587,New Century Entertainment Corporation,10165
2588,Alliance Entertainment,10166
2589,Turbo Productions,59346
2590,Picturehouse Entertainment,11486
2591,Arte France,6111
2592,Films en Stock,11394
2593,Central-Europa Film,2195
2594,TF1 International,7799
2595,Morena Films,10031
2596,Lumiere,11444
2597,LeBrocquy Fraser Productions,21605
2598,Better Wide,21606
2599,Filmax,3631
2600,Televisa S.A. de C.V.,55465
2601,Arco Films S.L,55776
2602,Hool/Macdonald Productions,55777
2603,Producciones San Patricia,55778
2604,Dead Films,2482
2605,Laurel Entertainment,2483
2606,Toei,5822
2607,Patriot Pictures,2373
2608,Vallelonga Productions,3084
2609,Vengeance is Mine Productions,73316
2610,Hannibal Classics,76777
2611,Backup Films,5381
2612,France2 Cinéma,7089
2613,Famous Films (II),3418
2614,Antena 3 Films,6538
2615,Televisió de Catalunya TV3,6778
2616,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),16055
2617,Cindy Cowan Entertainment,22862
2618,La Sexta,22863
2619,Attitude Pinículas y Films A.I.E.,58260
2620,Entertainment One,8147
2621,Dark Hero Studios,49925
2622,Kanbar Entertainment,7580
2623,Blue Yonder Films,49126
2624,Miracle Pictures,2760
2625,Sixth Sense Productions,7495
2626,Mikado Film,11912
2627,Anka Film,867
2628,Daybreak Productions,11746
2629,Prime Universe Productions,11747
2630,Malvern Pictures,85720
2631,Oasis Films,33831
2632,Sogecine,692
2633,Las Producciones del Escorpion,778
2634,Michael London Productions,1187
2635,Sideways Productions Inc.,12157
2636,Broken Lizard Industries,2773
2637,Compass International Pictures,14323
2638,Jim Henson Pictures,6255
2639,Twisted Pictures,2061
2640,Serendipity Productions,6680
2641,SNL Studios,2822
2642,Storefront Films,60600
2643,Sweepstake Productions,49966
2644,Parallel Pictures,18575
2645,Children's Television Workshop,5061
2646,Langley Productions,2435
2647,Thunder Road Productions,4654
2648,Fuqua Films,8151
2649,Allied Artists Pictures,4928
2650,26 Films,2157
2651,Cannon Films,4110
2652,London-Cannon Films,6231
2653,Golan-Globus Productions,13549
2654,Celluloid Dreams,860
2655,"Movie Network, The (TMN)",11635
2656,Shaw Rocket Fund,12116
2657,Harold Greenberg Fund,22208
2658,Sienna Films,23486
2659,Ontario Film and Television Tax Credit (OFTTC),54606
2660,Canada Television and Cable Production Fund License Program (CTCPF),57498
2661,True Grit Productions,2227
2662,Zero Gravity Management,5357
2663,Pierce/Williams Entertainment,18621
2664,Dean River Productions,3915
2665,Bobby Jones Films LLC,11144
2666,LIFE(n),11145
2667,McDongall Films,11146
2668,"Vista Organisation, The",94714
2669,Bull's Eye Entertainment,25432
2670,Contagious Entertainment,52740
2671,American Filmworks,8310
2672,Nexus Factory,7561
2673,Jaguar Films,10497
2674,Chapter 2,20339
2675,Roxbury,63810
2676,Cherry Road Films LLC,1700
2677,Eden Roc Productions,87783
2678,Futurikon,2613
2679,Studio Babelsberg Motion Pictures,37826
2680,Iron Film,36650
2681,Ecosse Films,1267
2682,2 Entertain,2689
2683,Bueprint Pictures,6342
2684,SW7D Productions,46052
2685,Bisgrove Entertainment,59951
2686,Silver Screen Partners IV,10282
2687,Motion Picture Corporation of America (MPCA),11061
2688,Studio 37,2577
2689,Jouror Productions,12391
2690,La Classe Américaine,50630
2691,JD Prod,71510
2692,Phantom Four,423
2693,Moonrise,25626
2694,Vortex/Henkel/Hooper,23653
2695,Texas Chainsaw Productions,56620
2696,Spot Pictures,76292
2697,New Deal Productions,1947
2698,Antena 3 Televisión,11737
2699,Danmarks Radio (DR),119
2700,Telepool,823
2701,AMC Pictures,2800
2702,TV4 Sweden,2802
2703,SF Norge,2888
2704,Molinare Studios,4250
2705,Yleisradio (YLE),5975
2706,Svensk Filmindustri (SF),6181
2707,Juonifilmi,9375
2708,TV2 Norge,11682
2709,Soundchef Studios,18843
2710,Arion Communications Ltd.,22675
2711,Dagsljus Filmequipment,22676
2712,Sheba Films,24991
2713,Sandline Production,24992
2714,Europa Film Sound Production,24993
2715,Punch 21 Productions,13158
2716,Oleandor Productions,12426
2717,Code Entertainment,14589
2718,Neverland Films,37498
